timestep,bus,cascading_risk,phase
21,15,0.09338069180471359,post_rl_mitigation
21,16,0.09338060441265927,post_rl_mitigation
21,17,0.09338059650203656,post_rl_mitigation
21,18,0.09338059590428074,post_rl_mitigation
21,19,0.09338059586670315,post_rl_mitigation
21,20,0.09338059586475103,post_rl_mitigation
21,21,0.09338059586466813,post_rl_mitigation
21,22,0.09338059586466531,post_rl_mitigation
21,23,0.09338059586466523,post_rl_mitigation
21,24,0.09338059586466523,post_rl_mitigation
21,25,0.09338059586466523,post_rl_mitigation
21,26,0.09338059586466523,post_rl_mitigation
21,27,0.09338059586466523,post_rl_mitigation
21,28,0.09338059586466523,post_rl_mitigation
21,29,0.09338059586466523,post_rl_mitigation
21,30,0.09338059586466523,post_rl_mitigation
21,31,0.09338059586466523,post_rl_mitigation
21,32,0.09338059586466523,post_rl_mitigation
22,0,0.07111026459360426,post_rl_mitigation
22,1,0.07325308080826246,post_rl_mitigation
22,2,0.07890174758268961,post_rl_mitigation
22,3,0.08899752350913902,post_rl_mitigation
22,4,0.10058480665473302,post_rl_mitigation
22,5,0.10606112243836953,post_rl_mitigation
22,6,0.10058469430392128,post_rl_mitigation
22,7,0.08899653743835621,post_rl_mitigation
22,8,0.07889451536368972,post_rl_mitigation
22,9,0.07320861376170354,post_rl_mitigation
22,10,0.07088270651388531,post_rl_mitigation
22,11,0.07015094826318728,post_rl_mitigation
22,12,0.06996785723019219,post_rl_mitigation
22,13,0.06993062240603923,post_rl_mitigation
22,14,0.06992437631617449,post_rl_mitigation
22,15,0.06992350343275783,post_rl_mitigation
22,16,0.06992340116232973,post_rl_mitigation
22,17,0.0699233910819461,post_rl_mitigation
22,18,0.06992339024539168,post_rl_mitigation
22,19,0.06992339018703934,post_rl_mitigation
22,20,0.06992339018363324,post_rl_mitigation
22,21,0.0699233901834681,post_rl_mitigation
22,22,0.06992339018346154,post_rl_mitigation
22,23,0.06992339018346132,post_rl_mitigation
22,24,0.06992339018346132,post_rl_mitigation
22,25,0.06992339018346132,post_rl_mitigation
22,26,0.06992339018346132,post_rl_mitigation
22,27,0.06992339018346132,post_rl_mitigation
22,28,0.06992339018346132,post_rl_mitigation
22,29,0.06992339018346132,post_rl_mitigation
22,30,0.06992339018346132,post_rl_mitigation
22,31,0.06992339018346132,post_rl_mitigation
22,32,0.06992339018346132,post_rl_mitigation
23,0,0.053370792341655184,post_rl_mitigation
23,1,0.05505384390146961,post_rl_mitigation
23,2,0.05933778207707446,post_rl_mitigation
23,3,0.06672725641946603,post_rl_mitigation
23,4,0.07496591150301533,post_rl_mitigation
23,5,0.07878769043216942,post_rl_mitigation
23,6,0.07496578351986392,post_rl_mitigation
23,7,0.06672620859779689,post_rl_mitigation
23,8,0.05933058164355724,post_rl_mitigation
23,9,0.05501214565956368,post_rl_mitigation
23,10,0.05316879361983144,post_rl_mitigation
23,11,0.052560633291214326,post_rl_mitigation
23,12,0.052400332811597214,post_rl_mitigation
23,13,0.052365835008737184,post_rl_mitigation
23,14,0.05235968248224287,post_rl_mitigation
23,15,0.0523587637577572,post_rl_mitigation
23,16,0.05235864810049907,post_rl_mitigation
23,17,0.052358635774605804,post_rl_mitigation
23,18,0.05235863466057373,post_rl_mitigation
23,19,0.05235863457521996,post_rl_mitigation
23,20,0.05235863456969125,post_rl_mitigation
23,21,0.05235863456939004,post_rl_mitigation
23,22,0.05235863456937637,post_rl_mitigation
23,23,0.052358634569375846,post_rl_mitigation
23,24,0.05235863456937584,post_rl_mitigation
23,25,0.05235863456937584,post_rl_mitigation
23,26,0.05235863456937584,post_rl_mitigation
23,27,0.05235863456937584,post_rl_mitigation
23,28,0.05235863456937584,post_rl_mitigation
23,29,0.05235863456937584,post_rl_mitigation
23,30,0.05235863456937584,post_rl_mitigation
23,31,0.05235863456937584,post_rl_mitigation
23,32,0.05235863456937584,post_rl_mitigation
24,0,0.04006099307527671,post_rl_mitigation
24,1,0.04137412938248998,post_rl_mitigation
24,2,0.04461101010252027,post_rl_mitigation
24,3,0.05001428241758685,post_rl_mitigation
24,4,0.055880062466964725,post_rl_mitigation
24,5,0.05855594629114039,post_rl_mitigation
24,6,0.055879921022311846,post_rl_mitigation
24,7,0.050013196400977164,post_rl_mitigation
24,8,0.04460398573458184,post_rl_mitigation
24,9,0.04133565950507073,post_rl_mitigation
24,10,0.039883939705090014,post_rl_mitigation
24,11,0.03938319893576369,post_rl_mitigation
24,12,0.0392446154435052,post_rl_mitigation
24,13,0.03921316994246107,post_rl_mitigation
24,14,0.039207231709699156,post_rl_mitigation
24,15,0.03920628855848089,post_rl_mitigation
24,16,0.03920616164954032,post_rl_mitigation
24,17,0.03920614711382803,post_rl_mitigation
24,18,0.03920614569308948,post_rl_mitigation
24,19,0.03920614557452263,post_rl_mitigation
24,20,0.039206145566085905,post_rl_mitigation
24,21,0.03920614556557583,post_rl_mitigation
24,22,0.03920614556554978,post_rl_mitigation
24,23,0.03920614556554867,post_rl_mitigation
24,24,0.03920614556554863,post_rl_mitigation
24,25,0.03920614556554863,post_rl_mitigation
24,26,0.03920614556554863,post_rl_mitigation
24,27,0.03920614556554863,post_rl_mitigation
24,28,0.03920614556554863,post_rl_mitigation
24,29,0.03920614556554863,post_rl_mitigation
24,30,0.03920614556554863,post_rl_mitigation
24,31,0.03920614556554863,post_rl_mitigation
24,32,0.03920614556554863,post_rl_mitigation
25,0,0.030073308266062682,post_rl_mitigation
25,1,0.031091755759786753,post_rl_mitigation
25,2,0.033529508520641266,post_rl_mitigation
25,3,0.03747733511978536,post_rl_mitigation
25,4,0.04165925275269154,post_rl_mitigation
25,5,0.04353842261904888,post_rl_mitigation
25,6,0.04165910057880275,post_rl_mitigation
25,7,0.037476234268856205,post_rl_mitigation
25,8,0.03352277946161941,post_rl_mitigation
25,9,0.031056778367737913,post_rl_mitigation
25,10,0.029919870443337094,post_rl_mitigation
25,11,0.02951099962225896,post_rl_mitigation
25,12,0.02939253919239064,post_rl_mitigation
25,13,0.029364290871567902,post_rl_mitigation
25,14,0.029358662820919642,post_rl_mitigation
25,15,0.029357715888145685,post_rl_mitigation
25,16,0.02935758031587374,post_rl_mitigation
25,17,0.029357563714256914,post_rl_mitigation
25,18,0.029357561969990488,post_rl_mitigation
25,19,0.029357561812546035,post_rl_mitigation
25,20,0.029357561800341703,post_rl_mitigation
25,21,0.029357561799531057,post_rl_mitigation
25,22,0.029357561799485107,post_rl_mitigation
25,23,0.029357561799482904,post_rl_mitigation
25,24,0.02935756179948281,post_rl_mitigation
25,25,0.02935756179948281,post_rl_mitigation
25,26,0.02935756179948281,post_rl_mitigation
25,27,0.02935756179948281,post_rl_mitigation
25,28,0.02935756179948281,post_rl_mitigation
25,29,0.02935756179948281,post_rl_mitigation
25,30,0.02935756179948281,post_rl_mitigation
25,31,0.02935756179948281,post_rl_mitigation
25,32,0.02935756179948281,post_rl_mitigation
26,0,0.022577555805266245,post_rl_mitigation
26,1,0.02336325869631503,post_rl_mitigation
26,2,0.02519387623334166,post_rl_mitigation
26,3,0.02807651218123998,post_rl_mitigation
26,4,0.03106181018986221,post_rl_mitigation
26,5,0.032385081723323446,post_rl_mitigation
26,6,0.031061650363472755,post_rl_mitigation
26,7,0.028075418323075606,post_rl_mitigation
26,8,0.02518753459474988,post_rl_mitigation
26,9,0.023331871408324236,post_rl_mitigation
26,10,0.022445933925122202,post_rl_mitigation
26,11,0.022114564155681193,post_rl_mitigation
26,12,0.022014329564743137,post_rl_mitigation
26,13,0.021989283932192093,post_rl_mitigation
26,14,0.02198403635269419,post_rl_mitigation
26,15,0.021983104391408406,post_rl_mitigation
26,16,0.02198296299323599,post_rl_mitigation
26,17,0.02198294456501896,post_rl_mitigation
26,18,0.021982942494529825,post_rl_mitigation
26,19,0.021982942293600302,post_rl_mitigation
26,20,0.021982942276752144,post_rl_mitigation
26,21,0.0219829422755329,post_rl_mitigation
26,22,0.021982942275456968,post_rl_mitigation
26,23,0.02198294227545292,post_rl_mitigation
26,24,0.021982942275452735,post_rl_mitigation
26,25,0.02198294227545273,post_rl_mitigation
26,26,0.02198294227545273,post_rl_mitigation
26,27,0.02198294227545273,post_rl_mitigation
26,28,0.02198294227545273,post_rl_mitigation
26,29,0.02198294227545273,post_rl_mitigation
26,30,0.02198294227545273,post_rl_mitigation
26,31,0.02198294227545273,post_rl_mitigation
26,32,0.02198294227545273,post_rl_mitigation
27,0,0.016951330273507776,post_rl_mitigation
27,1,0.017554595195409018,post_rl_mitigation
27,2,0.018925770783992445,post_rl_mitigation
27,3,0.021029605656010194,post_rl_mitigation
27,4,0.02316335074519955,post_rl_mitigation
27,5,0.02409749910776983,post_rl_mitigation
27,6,0.023163186472968923,post_rl_mitigation
27,7,0.021028538103094328,post_rl_mitigation
27,8,0.018919881807762152,post_rl_mitigation
27,9,0.017526761511058867,post_rl_mitigation
27,10,0.01683945842344414,post_rl_mitigation
27,11,0.016572699026055848,post_rl_mitigation
27,12,0.01648866086208275,post_rl_mitigation
27,13,0.016466716176281298,post_rl_mitigation
27,14,0.016461895000506425,post_rl_mitigation
27,15,0.016460994104721946,post_rl_mitigation
27,16,0.016460849772404543,post_rl_mitigation
27,17,0.016460829832491322,post_rl_mitigation
27,18,0.016460827447590563,post_rl_mitigation
27,19,0.01646082720005099,post_rl_mitigation
27,20,0.016460827177732233,post_rl_mitigation
27,21,0.016460827175984887,post_rl_mitigation
27,22,0.01646082717586632,post_rl_mitigation
27,23,0.01646082717585937,post_rl_mitigation
27,24,0.016460827175859016,post_rl_mitigation
27,25,0.016460827175859002,post_rl_mitigation
27,26,0.016460827175859002,post_rl_mitigation
27,27,0.016460827175859002,post_rl_mitigation
27,28,0.016460827175859002,post_rl_mitigation
27,29,0.016460827175859002,post_rl_mitigation
27,30,0.016460827175859002,post_rl_mitigation
27,31,0.016460827175859002,post_rl_mitigation
27,32,0.016460827175859002,post_rl_mitigation
28,0,0.012727904168304134,post_rl_mitigation
28,1,0.013189112536723167,post_rl_mitigation
28,2,0.014213818337779361,post_rl_mitigation
28,3,0.015748691543729515,post_rl_mitigation
28,4,0.017275620266552164,post_rl_mitigation
28,5,0.01793658397844947,post_rl_mitigation
28,6,0.017275454692618885,post_rl_mitigation
28,7,0.015747666475090676,post_rl_mitigation
28,8,0.014208422371173323,post_rl_mitigation
28,9,0.013164694090724379,post_rl_mitigation
28,10,0.012633609784032013,post_rl_mitigation
28,11,0.012420161773755335,post_rl_mitigation
28,12,0.01235028583787025,post_rl_mitigation
28,13,0.012331263386976966,post_rl_mitigation
28,14,0.012326892784506657,post_rl_mitigation
28,15,0.012326035963671496,post_rl_mitigation
28,16,0.012325891474579001,post_rl_mitigation
28,17,0.012325870389738218,post_rl_mitigation
28,18,0.012325867715867815,post_rl_mitigation
28,19,0.012325867420370899,post_rl_mitigation
28,20,0.01232586739187081,post_rl_mitigation
28,21,0.012325867389471301,post_rl_mitigation
28,22,0.01232586738929513,post_rl_mitigation
28,23,0.012325867389283877,post_rl_mitigation
28,24,0.012325867389283249,post_rl_mitigation
28,25,0.012325867389283221,post_rl_mitigation
28,26,0.012325867389283221,post_rl_mitigation
28,27,0.012325867389283221,post_rl_mitigation
28,28,0.012325867389283221,post_rl_mitigation
28,29,0.012325867389283221,post_rl_mitigation
28,30,0.012325867389283221,post_rl_mitigation
28,31,0.012325867389283221,post_rl_mitigation
28,32,0.012325867389283221,post_rl_mitigation
29,0,0.009557220243247072,post_rl_mitigation
29,1,0.009908464919618207,post_rl_mitigation
29,2,0.010672692813851078,post_rl_mitigation
29,3,0.011792162625716517,post_rl_mitigation
29,4,0.01288610487096496,post_rl_mitigation
29,5,0.013354761526393836,post_rl_mitigation
29,6,0.012885940919367237,post_rl_mitigation
29,7,0.011791192797491882,post_rl_mitigation
29,8,0.010667808382966364,post_rl_mitigation
29,9,0.009887251228022793,post_rl_mitigation
29,10,0.009478342856956715,post_rl_mitigation
29,11,0.00930848688767295,post_rl_mitigation
29,12,0.00925082319613277,post_rl_mitigation
29,13,0.009234493970637516,post_rl_mitigation
29,14,0.009230579710860769,post_rl_mitigation
29,15,0.009229776759905594,post_rl_mitigation
29,16,0.009229634644249654,post_rl_mitigation
29,17,0.009229612808307872,post_rl_mitigation
29,18,0.009229609882636132,post_rl_mitigation
29,19,0.009229609539752746,post_rl_mitigation
29,20,0.009229609504536255,post_rl_mitigation
29,21,0.009229609501364174,post_rl_mitigation
29,22,0.009229609501113692,post_rl_mitigation
29,23,0.00922960950109638,post_rl_mitigation
29,24,0.009229609501095332,post_rl_mitigation
29,25,0.009229609501095278,post_rl_mitigation
29,26,0.009229609501095276,post_rl_mitigation
29,27,0.009229609501095276,post_rl_mitigation
29,28,0.009229609501095276,post_rl_mitigation
29,29,0.009229609501095276,post_rl_mitigation
29,30,0.009229609501095276,post_rl_mitigation
29,31,0.009229609501095276,post_rl_mitigation
29,32,0.009229609501095276,post_rl_mitigation
